;nplv;DT;МАРКА;ПРОФИЛЬ;t вып-обр;t обработка;t под током;t продувка;ПСН гр.;чист расход C;чист расход Cr;чист расход Mn;чист расход Si;чист расход V;температура первая;температура последняя;Ar (интенс.);N2 (интенс.);эл. энергия (интенс.);произв жидкая сталь;произв количество обработок;произв  количество плавок;произв количество плавок (цел);расход газ Ar;расход газ  N2;расход C пров.;сыпуч известь РП;сыпуч кварцит;сыпуч кокс пыль УСТК;сыпуч  кокс. мелочь (сух.);сыпуч  кокс. мелочь КМ1;сыпуч  шпат плав.;ферспл CaC2;ферспл FeMo;ферспл FeSi-75;ферспл FeV азот.;ферспл  FeV-80;ферспл  Mn5Si65Al0.5;ферспл  Ni H1 пласт.;ферспл SiMn18;ферспл  ферванит;ферспл  фх850А;эл. энергия;химсталь первый Al_1;химсталь первый C_1;химсталь первый Cr_1;химсталь первый Cu_1;химсталь первый Mn_1;химсталь первый Mo_1;химсталь первый N_1;химсталь первый Ni_1;химсталь первый P_1;химсталь первый S_1;химсталь первый Si_1;химсталь первый Ti_1;химсталь первый V_1;химсталь последний Al;химсталь последний C;химсталь последний Ca;химсталь последний Cr;химсталь последний Cu;химсталь последний Mn;химсталь последний Mo;химсталь последний N;химсталь последний Ni;химсталь последний P;химсталь последний S;химсталь последний Si;химсталь последний Ti;химсталь последний V;химшлак первый Al2O3_1;химшлак первый CaO_1;химшлак первый FeO_1;химшлак первый MgO_1;химшлак первый MnO_1;химшлак первый R_1;химшлак первый SiO2_1;химшлак последний Al2O3;химшлак последний CaO;химшлак последний FeO;химшлак последний MgO;химшлак последний MnO;химшлак последний R;химшлак последний SiO2
5207;г6838637:97;2071-02-05 00:32:00;Э76ХФ;Р65;44,0;53,2166667;25,7;53,2166667;;0,310085;0,158721;0,172391;0,169859;0,0395158;1562,0;1594,0;11,9122961;;13221,0116732;115,3;1,0;1,0;1,0;21,098;;;0,177;;0,05;;0,304;0,038;0,02;;;;0,050166;0,191;;0,265;;0,277;5663,0;0,002;0,54;0,287;0,114;0,643;0,008;0,01;0,081;0,008;0,021;0,42;0,002;0,003;0,003;0,776;0,0007;0,416;0,115;0,79;0,007;0,011;0,081;0,009;0,015;0,559;0,003;0,037;3,1;52,3;0,8;20,1;0,18;2,1;24,7;3,2;56,2;0,8;11,3;0,12;2,1;26,8
5208;г6838637:98;2071-02-05 01:24:00;Э76ХФ;Р65;56,0;46,5333333;23,4666667;46,5333333;3,8783605;0,304355;0,132363;0,11485;0,179795;0,0393448;1559,0;1583,0;9,9274489;;13643,1818182;117,1;1,0;1,0;1,0;15,371;;;0,155;;0,05;;0,304;0,018;0,02;;;;0,049949;0,229;;0,174;;0,231;5336,0;0,002;0,544;0,311;0,12;0,691;0,006;0,008;0,071;0,011;0,019;0,419;0,002;0,003;0,004;0,753;0,0012;0,415;0,117;0,784;0,006;0,009;0,071;0,011;0,015;0,561;0,003;0,037;3,5;56,6;0,8;12,6;0,09;2,2;25,2;3,2;55,1;0,8;10,0;0,13;2,2;25,3
5209;г6838637:99;2071-02-05 02:30:00;Э76ХФ;Р65;56,0;42,7;13,05;41,9;2,4750779;0,33012;0,139812;0,177903;0,187662;0,0395449;1572,0;1586,0;20,9360272;;19512,6436782;115,5;1,0;1,0;1,0;29,072;;;0,151;;0,05;;0,332;;0,02;;;;0,050203;0,216;;0,273;;0,244;4244,0;0,002;0,516;0,304;0,11;0,637;0,009;0,008;0,091;0,008;0,021;0,418;0,002;0,003;0,004;0,76;0,002;0,417;0,109;0,791;0,009;0,011;0,09;0,009;0,016;0,566;0,003;0,037;3,5;57,2;0,3;9,8;0,06;2,2;25,5;5,1;56,8;0,5;12,0;0,13;2,5;22,6
5210;г6838637:9:;2071-02-05 03:20:00;Э76ХФ;Р65;51,0;41,6833333;21,6666667;41,6833333;3,7180431;0,275215;0,098204;0,111286;0,137614;0,038747;1541,0;1583,0;8,8639744;;13774,1538462;112,9;1,0;1,0;1,0;12,316;;;0,095;;0,05;;0,274;0,022;0,02;;;;0,04919;0,166;;0,17;;0,175;4974,0;0,002;0,561;0,336;0,13;0,693;0,008;0,009;0,079;0,014;0,026;0,448;0,002;0,004;0,003;0,774;0,0005;0,419;0,129;0,792;0,007;0,01;0,079;0,014;0,018;0,552;0,003;0,038;3,3;57,9;0,7;9,5;0,14;2,4;24,6;3,8;55,9;0,8;7,0;0,19;2,1;26,5
5211;"г6838637:9;";2071-02-05 04:09:00;Э76ХФ;Р65;51,0;41,9;19,2;41,9;2,8466153;0,264195;0,094545;0,071301;0,138359;0,03812;1565,0;1586,0;9,5597364;;12562,5;111,8;1,0;1,0;1,0;13,296;;;0,127;;0,05;;0,263;0,027;0,02;;;;0,048394;0,183;;0,107;;0,165;4020,0;0,002;0,572;0,334;0,114;0,724;0,009;0,009;0,084;0,011;0,019;0,446;0,002;0,003;0,003;0,789;0,0006;0,413;0,114;0,782;0,009;0,01;0,085;0,012;0,016;0,559;0,003;0,037;3,1;51,6;1,7;17,5;0,48;2,2;23,5;4,3;55,9;0,7;13,7;0,12;2,2;25,6
5212;г6838637:9<;2071-02-05 05:10:00;Э76ХФ;Р65;40,0;41,55;21,55;41,55;;0,26887;0,132936;0,090679;0,151906;0,039374;1554,0;1586,0;13,5508475;;13275,1740139;116,3;1,0;1,0;1,0;18,655;;;0,113;;0,05;;0,261;0,019;0,02;;;;0,049986;0,196;;0,137;;0,232;4768,0;0,002;0,556;0,306;0,123;0,704;0,009;0,008;0,099;0,012;0,019;0,435;0,002;0,004;0,003;0,775;0,0004;0,414;0,123;0,781;0,008;0,01;0,099;0,013;0,015;0,557;0,003;0,038;3,6;56,1;0,8;10,9;0,19;2,4;23,1;4,3;55,0;0,7;13,2;0,11;2,2;25,1
5213;г6838637:9=;2071-02-05 06:00:00;Э76ХФ;Р65;39,0;46,8833333;19,9833333;46,8833333;3,6377264;0,19408;0,100848;0,053026;0,144089;0,039203;1560,0;1578,0;13,0517597;;13505,2543786;115,3;1,0;1,0;1,0;20,397;;;;;0,05;;0,176;0,031;0,02;;;;0,049769;0,199;;0,078;;0,176;4498,0;0,003;0,631;0,336;0,103;0,742;0,009;0,009;0,082;0,013;0,017;0,46;0,002;0,004;0,003;0,764;0,0005;0,418;0,102;0,785;0,009;0,01;0,081;0,014;0,012;0,558;0,003;0,038;3,6;60,1;0,6;10,0;0,09;2,5;23,6;3,9;54,5;0,8;10,8;0,12;2,2;24,3
5214;г6838637:9>;2071-02-05 06:54:00;Э76ХФ;Р65;40,0;42,7;22,0333333;42,7;;0,310415;0,139239;0,171784;0,171011;0,0393448;1551,0;1581,0;12,8796253;;12665,3555219;115,4;1,0;1,0;1,0;18,332;;;0,073;;0,05;;0,308;;0,02;;;;0,049949;0,193;;0,264;;0,243;4651,0;0,002;0,534;0,303;0,134;0,652;0,007;0,01;0,078;0,009;0,025;0,428;0,002;0,003;0,003;0,771;0,0004;0,418;0,136;0,794;0,007;0,011;0,084;0,009;0,022;0,564;0,002;0,037;3,7;56,9;0,6;10,3;0,11;2,4;23,8;4,7;54,2;0,7;13,1;0,11;2,2;24,5
5215;г6838637:9?;2071-02-05 07:45:00;Э76ХФ;Р65;41,0;42,1833333;14,8333333;42,1833333;3,400094;0,304162;0,121476;0,128427;0,137483;0,03812;1546,0;1582,0;8,441256;;13647,6404494;111,7;1,0;1,0;1,0;11,799;;0,003515;0,078;;0,05;;0,301;0,03;0,02;;;;0,048394;0,159;;0,197;;0,212;3374,0;0,002;0,537;0,307;0,121;0,659;0,01;0,01;0,091;0,008;0,022;0,449;0,002;0,003;0,003;0,763;0,0002;0,415;0,122;0,782;0,009;0,012;0,088;0,009;0,017;0,557;0,003;0,037;3,6;54,0;0,5;9,8;0,11;2,2;24,4;4,0;56,3;0,6;7,4;0,11;2,2;25,4
5216;г6838637::6;2071-02-05 08:51:00;Э76ХФ;Р65;27,0;41,5333333;17,5;41,5333333;3,6527076;0,22251;0,1146;0,093538;0,138897;0,03812;1549,0;1584,0;8,9115361;;13107,4285714;111,5;1,0;1,0;1,0;12,038;;;0,148;;0,05;;0,207;0,069;0,02;;;;0,048394;0,175;;0,142;;0,2;3823,0;0,002;0,616;0,323;0,128;0,705;0,008;0,01;0,076;0,011;0,023;0,458;0,002;0,003;0,003;0,775;0,0005;0,418;0,125;0,784;0,008;0,011;0,076;0,011;0,017;0,564;0,002;0,037;3,2;56,2;0,3;13,3;0,08;2,3;24,8;3,4;55,3;0,7;10,7;0,11;2,5;22,0
5217;г6838637::7;2071-02-05 09:41:00;Э76ХФ;Р65;25,0;40,5166667;19,8666667;40,5166667;3,2850716;0,280295;0,109443;0,127358;0,171912;0,0396583;1532,0;1583,0;10,4075689;;13155,704698;116,5;1,0;1,0;1,0;14,056;;;0,085;;0,05;;0,278;0,047;0,03;;;;0,050347;0,212;;0,194;;0,191;4356,0;0,002;0,575;0,331;0,125;0,68;0,006;0,01;0,069;0,011;0,023;0,432;0,002;0,003;0,003;0,786;0,0003;0,422;0,125;0,795;0,006;0,009;0,069;0,012;0,018;0,567;0,003;0,037;3,3;51,2;0,4;10,3;0,08;2,6;19,9;3,8;59,1;1,0;6,7;0,26;2,5;24,0
5218;г6838637::8;2071-02-05 10:30:00;Э76ХФ;Р65;27,0;41,3666667;22,7;41,3666667;4,0;0,1767223;0,092826;0,103587;0,160498;0,039374;1533,0;1577,0;11,1459307;;13464,3171806;116,4;1,0;1,0;1,0;15,369;;0,013505;0,085;;0,05;;0,138;0,063;0,02;;;;0,049986;0,204;;0,157;;0,162;5094,0;0,002;0,632;0,34;0,116;0,695;0,01;0,009;0,082;0,014;0,022;0,438;0,002;0,004;0,003;0,787;0,0004;0,412;0,113;0,774;0,009;0,011;0,082;0,016;0,015;0,567;0,003;0,038;3,2;61,6;0,8;5,8;0,13;2,6;23,6;3,2;59,6;0,7;7,6;0,12;2,6;23,1
5219;г6838637::9;2071-02-05 11:22:00;Э76ХФ;Р65;29,0;40,7166667;15,15;40,7166667;2,0;0,30432;0,122622;0,133188;0,150507;0,0387753;1564,0;1581,0;10,9060991;;12459,4059406;114,6;1,0;1,0;1,0;14,802;;;0,073;;0,05;;0,305;;0,02;;;;0,049226;0,177;;0,204;;0,214;3146,0;0,002;0,542;0,311;0,14;0,664;0,008;0,011;0,1;0,009;0,024;0,432;0,001;0,003;0,003;0,77;0,0002;0,41;0,138;0,775;0,008;0,013;0,1;0,009;0,019;0,561;0,003;0,036;3,7;54,2;0,5;12,8;0,08;2,4;23,1;4,7;59,1;0,6;6,3;0,08;2,3;25,4
5220;г6838637:::;2071-02-05 12:11:00;Э76ХФ;Р65;39,0;41,0166667;20,9666667;41,0166667;3,0;0,26005;0,116892;0,143012;0,136688;0,0391739;1551,0;1577,0;10,5988623;;13309,6979332;111,8;1,0;1,0;1,0;14,491;;;0,086;;0,05;;0,251;0,049;0,02;;;;0,049732;0,152;;0,22;;0,204;4651,0;0,002;0,522;0,311;0,134;0,639;0,01;0,01;0,094;0,008;0,024;0,412;0,002;0,003;0,003;0,775;0,0002;0,422;0,135;0,785;0,009;0,01;0,093;0,009;0,016;0,556;0,003;0,035;3,7;55,4;0,4;11,4;0,1;2,3;24,2;4,0;57,1;0,2;6,5;0,05;2,2;25,4
5221;"г6838637::;";2071-02-05 13:05:00;Э76ХФ;Р65;28,0;40,3666667;19,5333333;40,3666667;3,405167;0,27114;0,09741;0,124322;0,151478;0,0383192;1530,0;1580,0;9,154583;;13650,5119454;111,8;1,0;1,0;1,0;12,318;;;0,063;;0,05;;0,269;0,047;0,02;;;;0,048647;0,182;;0,19;;0,17;4444,0;0,002;0,569;0,339;0,121;0,675;0,009;0,011;0,078;0,009;0,026;0,443;0,002;0,003;0,003;0,781;0,0002;0,42;0,119;0,787;0,008;0,011;0,077;0,009;0,018;0,565;0,003;0,037;3,2;49,9;0,5;9,0;0,08;2,3;21,5;3,7;53,8;0,7;8,4;0,09;2,4;22,1
5222;г6838637::<;2071-02-05 13:53:00;Э90ХАФ;Р65;33,0;42,05;21,3833333;41,8833333;3,3411097;0,33832;0,079074;0,079751;0,120254;0,090872;1562,0;1617,0;12,109901;12,3580645;13676,0717069;112,2;1,0;1,0;1,0;6,795;10,216;;0,21;;0,05;;0,357;0,03;0,02;;;;0,100116;0,152;;0,121;0,027235;0,138;4874,0;0,002;0,601;0,227;0,094;0,735;0,008;0,008;0,071;0,012;0,018;0,459;0,002;0,003;0,004;0,87;0,0003;0,298;0,095;0,815;0,007;0,015;0,071;0,015;0,016;0,552;0,002;0,083;4,2;57,2;0,7;9,5;0,06;2,6;21,7;5,3;56,3;0,4;14,1;0,11;2,7;20,7
5223;г6838637::=;2071-02-05 14:41:00;Э90ХАФ;Р65;38,0;41,8666667;20,1666667;41,7;3,3060021;0,39921;0,096264;0,132053;0,129912;0,0936626;1539,0;1597,0;11,668125;8,7677043;13879,338843;116,8;1,0;1,0;1,0;6,223;7,511;;0,094;;0,05;;0,427;0,032;0,02;;;;0,103009;0,146;;0,203;0,027163;0,168;4665,0;0,002;0,543;0,208;0,131;0,677;0,007;0,009;0,097;0,01;0,021;0,425;0,002;0,003;0,003;0,86;0,0003;0,287;0,13;0,788;0,006;0,014;0,097;0,011;0,016;0,524;0,002;0,081;3,3;45,5;0,5;9,7;0,1;2,6;17,8;4,3;54,4;0,6;11,7;0,1;2,3;23,4
5224;г6838637::>;2071-02-05 15:31:00;Э90ХАФ;Р65;46,0;50,7166667;20,3666667;50,3833333;;0,34317;0,075636;0,09571;0,123745;0,0913793;1546,0;1594,0;16,3144752;19,1732506;13251,0638298;114,2;1,0;1,0;1,0;11,615;18,875;;0,127;;0,05;;0,363;0,034;0,02;;;;0,101092;0,151;;0,146;0,025427;0,132;4498,0;0,002;0,587;0,231;0,108;0,721;0,009;0,008;0,079;0,011;0,02;0,443;0,002;0,003;0,003;0,861;0,0003;0,295;0,106;0,801;0,007;0,015;0,078;0,012;0,016;0,547;0,003;0,082;3,6;44,4;0,3;8,5;0,1;2,4;18,8;4,3;62,4;0,4;6,4;0,08;2,8;22,3
5225;г6838637::?;2071-02-05 16:52:00;Э90ХАФ;Р65;25,0;41,0333333;16,6833333;40,8666667;2,5091491;0,3795727;0,064176;0,09734;0,138575;0,0901904;1555,0;1592,0;12,9746382;15,012418;13223,976024;112,5;1,0;1,0;1,0;10,459;8,261;0,023495;0,111;;0,05;;0,382;0,064;0,02;;;;0,099392;0,173;;0,148;0,025788;0,112;3677,0;0,002;0,542;0,233;0,124;0,719;0,006;0,009;0,069;0,012;0,022;0,432;0,002;0,003;0,004;0,849;0,0003;0,29;0,124;0,806;0,004;0,014;0,069;0,013;0,013;0,551;0,003;0,08;3,5;47,9;0,4;7,8;0,11;2,5;18,9;4,7;58,5;0,4;8,8;0,05;2,5;23,6
5226;"г6838637:;6";2071-02-05 17:41:00;Э90ХАФ;Р65;28,0;40,8666667;15,3666667;40,7;;0,35601;0,095118;0,128346;0,107994;0,0896172;1550,0;1579,0;11,9711297;14,2804928;13533,1887202;111,6;1,0;1,0;1,0;6,358;11,591;;0,147;;0,05;;0,374;0,067;0,02;;;;0,099212;0,114;;0,198;0,024812;0,166;3466,0;0,002;0,552;0,204;0,101;0,674;0,007;0,009;0,073;0,008;0,018;0,431;0,002;0,002;0,003;0,871;0,0002;0,29;0,1;0,796;0,006;0,013;0,073;0,009;0,013;0,536;0,003;0,082;3,2;52,9;0,4;12,9;0,11;2,2;23,6;4,1;57,7;0,2;10,1;0,06;2,5;23,3
5227;"г6838637:;7";2071-02-05 18:30:00;Э90ХАФ;Р65;35,0;41,5166667;16,6;41,35;2,595994;0,32778;0,08595;0,124417;0,129238;0,0922175;1542,0;1581,0;12,7143279;12,8900415;13189,1566265;115,3;1,0;1,0;1,0;7,173;10,355;;0,016;;0,05;;0,341;0,044;0,02;;;;0,102069;0,148;;0,191;0,025571;0,15;3649,0;0,002;0,592;0,222;0,113;0,694;0,007;0,007;0,073;0,01;0,019;0,439;0,002;0,003;0,003;0,855;0,0003;0,294;0,112;0,806;0,005;0,013;0,073;0,011;0,016;0,549;0,003;0,081;3,8;56,4;0,3;12,6;0,1;2,6;22,0;4,3;58,2;0,2;11,2;0,07;2,6;22,1
5228;"г6838637:;8";2071-02-05 19:24:00;Э90ХАФ;Р65;36,0;42,2;18,1666667;41,6833333;3,0674651;0,3871414;0,091107;0,146016;0,155804;0,0930499;1583,0;1578,0;13,5388753;11,6241135;13336,5137615;116,0;1,0;1,0;1,0;9,229;8,195;0,00296;0,115;;0,05;;0,409;0,018;0,02;;;;0,102756;0,18;;0,224;0,026223;0,159;4038,0;0,002;0,574;0,211;0,092;0,671;0,007;0,009;0,066;0,009;0,018;0,418;0,002;0,003;0,003;0,856;0,0002;0,287;0,092;0,797;0,005;0,015;0,066;0,01;0,016;0,545;0,003;0,081;3,3;59,9;0,3;14,4;0,13;2,3;25,9;4,3;56,5;0,5;10,4;0,08;2,5;22,8
5229;"г6838637:;9";2071-02-05 20:14:00;Э90ХАФ;Р65;36,0;43,2;19,65;43,0333333;3,0752089;0,308355;0,071625;0,140983;0,131577;0,0931614;1547,0;1575,0;14,8412581;17,9668373;13593,8931298;115,8;1,0;1,0;1,0;8,913;14,628;;;;0,05;;0,319;;0,02;;;;0,102756;0,145;;0,217;0,026476;0,125;4452,0;0,002;0,611;0,227;0,12;0,681;0,006;0,009;0,07;0,009;0,019;0,437;0,002;0,003;0,004;0,861;0,0004;0,288;0,119;0,806;0,004;0,015;0,069;0,01;0,013;0,548;0,003;0,083;4,2;60,9;0,5;14,8;0,12;2,9;21,4;3,9;54,0;0,5;10,3;0,09;2,7;20,3
5230;"г6838637:;:";2071-02-05 21:06:00;Э90ХАФ;Р65;36,0;53,7333333;26,7166667;53,2;2,6570465;0,389995;0,064749;0,094486;0,282554;0,0923523;1563,0;1592,0;21,1630199;23,625;12859,3886463;115,0;1,0;1,0;1,0;26,007;13,125;;0,264;;0,05;;0,423;;0,02;;;;0,101635;0,394;;0,138;0,026657;0,113;5726,0;0,002;0,57;0,226;0,118;0,705;0,006;0,008;0,068;0,013;0,022;0,319;0,001;0,005;0,003;0,865;0,0005;0,287;0,117;0,801;0,004;0,013;0,065;0,015;0,015;0,52;0,003;0,08;3,8;48,3;0,7;17,4;0,73;1,9;25,7;4,5;55,2;0,5;10,6;0,1;2,4;22,9
5231;"г6838637:;;";2071-02-05 22:01:00;Э90ХАФ;Р65;45,0;43,0333333;20,0333333;42,8666667;3,0;0,41868;0,113454;0,155665;0,16093;0,0920811;1568,0;1581,0;11,6440262;15,4299248;13154,0765391;114,4;1,0;1,0;1,0;7,905;11,401;;;;0,05;;0,447;;0,02;;;;0,101635;0,184;;0,239;0,026042;0,198;4392,0;0,002;0,511;0,189;0,117;0,652;0,006;0,008;0,07;0,007;0,02;0,402;0,002;0,003;0,003;0,855;0,0002;0,287;0,117;0,793;0,004;0,013;0,069;0,009;0,018;0,539;0,003;0,083;3,6;47,9;0,6;11,4;0,16;2,1;23,0;3,6;56,1;0,8;9,5;0,15;2,1;26,2
5232;"г6838637:;<";2071-02-05 23:06:00;Э90ХАФ;Р65;36,0;42,6833333;20,05;42,5166667;;0,35096;0,09741;0,137532;0,120203;0,0900401;1561,0;1578,0;12,3763107;10,6568047;13624,9376559;111,5;1,0;1,0;1,0;7,082;9,005;;0,064;;0,05;;0,367;;0,02;;;;0,09885;0,129;;0,212;0,026476;0,17;4553,0;0,002;0,57;0,201;0,102;0,666;0,008;0,008;0,07;0,007;0,018;0,44;0,002;0,003;0,005;0,844;0,0013;0,287;0,102;0,794;0,006;0,012;0,07;0,009;0,017;0,547;0,003;0,084;2,8;55,4;0,4;12,4;0,08;2,2;25,5;3,5;58,1;0,7;9,0;0,16;2,2;27,0
5233;"г6838637:;=";2071-02-05 23:56:00;Э90ХАФ;Р65;40,0;45,1833333;27,3833333;44,5166667;3,3748674;0,39282;0,041256;0,110854;0,119821;0,0937652;1531,0;1577,0;9,0821192;15,4634146;12988,9227024;115,4;1,0;1,0;1,0;6,857;11,095;;;;0,05;;0,43;0,029;0,02;;;;0,104565;0,139;;0,17;0,025354;0,072;5928,0;0,002;0,562;0,252;0,108;0,694;0,008;0,008;0,071;0,012;0,023;0,446;0,002;0,004;0,004;0,855;0,0008;0,288;0,11;0,797;0,006;0,013;0,071;0,014;0,019;0,546;0,003;0,086;2,9;52,9;1,0;9,8;0,16;2,7;19,6;3,5;56,5;0,8;8,5;0,19;2,1;26,3
5234;"г6838637:;>";2071-02-06 01:17:00;Э90ХАФ;Р65;13,0;45,0333333;17,6666667;44,85;2,9215613;0,40653;0,079074;0,163381;0,164899;0,0958226;1581,0;1579,0;12,4053061;13,0929276;13231,6981132;118,8;1,0;1,0;1,0;10,131;8,845;;;;0,05;;0,438;;0,02;;;;0,108073;0,187;;0,251;0,023763;0,138;3896,0;0,002;0,547;0,226;0,104;0,666;0,006;0,007;0,068;0,011;0,02;0,416;0,002;0,004;0,004;0,865;0,0005;0,29;0,102;0,802;0,005;0,012;0,067;0,012;0,017;0,557;0,003;0,084;6,0;55,8;0,6;15,3;0,1;2,6;21,3;5,9;56,5;0,7;14,1;0,1;2,7;21,3
5235;"г6838637:;?";2071-02-06 02:09:00;Э90ХАФ;Р65;19,0;47,55;17,3333333;47,3666667;3,0;0,40383;0,101994;0,17509;0,15026;0,0912451;1609,0;1589,0;16,9152212;23,1098131;12558,4615385;113,7;1,0;1,0;1,0;10,619;21,98;;0,075;;0,05;;0,43;0,019;0,02;;;;0,102286;0,16;;0,27;0,023763;0,178;3628,0;0,002;0,547;0,198;0,101;0,637;0,006;0,008;0,082;0,009;0,018;0,418;0,001;0,003;0,003;0,852;0,0005;0,286;0,099;0,792;0,004;0,016;0,081;0,01;0,013;0,541;0,003;0,083;3,9;45,4;0,3;13,4;0,09;2,2;21,0;4,8;50,0;0,4;16,5;0,12;2,0;24,6
5236;г6838637:<6;2071-02-06 03:01:00;Э90ХАФ;Р65;28,0;46,7166667;24,7166667;46,3666667;2,6796247;0,422195;0,111735;0,197902;0,148328;0,0909147;1556,0;1586,0;8,5923288;10,7263345;13113,4187458;113,2;1,0;1,0;1,0;10,454;3,349;;;;0,05;;0,45;;0,02;;;;0,101888;0,148;;0,306;0,023727;0,195;5402,0;0,002;0,528;0,198;0,1;0,627;0,006;0,007;0,067;0,007;0,018;0,425;0,002;0,003;0,003;0,868;0,0003;0,294;0,102;0,798;0,005;0,011;0,068;0,008;0,018;0,553;0,003;0,083;3,0;43,0;0,7;8,9;0,11;2,2;19,4;3,6;55,7;0,7;9,1;0,19;2,2;25,7
5237;г6838637:<7;2071-02-06 03:55:00;Э90ХАФ;Р65;28,0;45,1666667;22,0333333;45,0;2,2975;0,35117;0,090534;0,150791;0,117099;0,0913322;1555,0;1578,0;10,3460277;10,9441939;13041,1497731;114,1;1,0;1,0;1,0;6,837;9,032;;;;0,05;;0,368;;0,02;;;;0,102973;0,119;;0,233;0,022714;0,158;4789,0;0,002;0,571;0,209;0,102;0,671;0,006;0,007;0,062;0,01;0,021;0,451;0,002;0,003;0,003;0,872;0,0004;0,283;0,102;0,803;0,005;0,013;0,064;0,011;0,019;0,546;0,003;0,084;3,1;48,6;0,9;9,7;0,16;2,5;19,5;3,4;54,9;0,8;8,5;0,22;2,2;25,5
5238;г6838637:<8;2071-02-06 04:48:00;Э90ХАФ;Р65;27,0;49,1833333;19,2;49,0166667;3,4479866;0,362145;0,089961;0,142037;0,122683;0,0920752;1573,0;1574,0;8,8770791;7,7740035;13593,75;114,8;1,0;1,0;1,0;7,294;6,23;;0,063;;0,05;;0,382;;0,02;;;;0,103733;0,131;;0,219;0,02304;0,157;4350,0;0,002;0,557;0,212;0,099;0,668;0,005;0,008;0,058;0,009;0,018;0,438;0,002;0,003;0,003;0,862;0,0004;0,288;0,1;0,791;0,004;0,014;0,058;0,01;0,017;0,544;0,003;0,084;3,2;55,6;0,5;14,3;0,12;2,2;25,4;4,1;48,7;0,3;8,6;0,09;2,5;19,8
5239;г6838637:<9;2071-02-06 05:45:00;Э90ХАФ;Р65;31,0;44,5333333;19,7;44,3666667;;0,395305;0,100275;0,143955;0,149375;0,0949894;1573,0;1576,0;15,592393;12,7697858;13084,2639594;117,6;1,0;1,0;1,0;10,932;9,439;;;;0,05;;0,421;;0,02;;;;0,106264;0,171;;0,221;0,025137;0,175;4296,0;0,002;0,55;0,203;0,088;0,672;0,006;0,007;0,059;0,009;0,017;0,426;0,002;0,003;0,003;0,869;0,0005;0,286;0,087;0,793;0,004;0,013;0,059;0,01;0,016;0,538;0,003;0,083;4,0;48,0;0,6;11,8;0,11;2,4;20,2;3,5;58,6;0,8;10,2;0,21;2,2;26,3
5240;г6838637:<:;2071-02-06 06:36:00;Э76ХФ;Р65;34,0;46,35;28,7333333;46,35;4,2999545;0,21621;0,124914;0,127948;0,143907;0,0388231;1551,0;1633,0;13,3838188;;14312,2969838;114,2;1,0;1,0;1,0;20,678;;;0,128;;0,05;;0,196;0,033;0,02;;;;0,049081;0,169;;0,196;;0,218;6854,0;0,002;0,605;0,316;0,096;0,682;0,007;0,008;0,065;0,009;0,018;0,448;0,002;0,004;0,004;0,78;0,0008;0,42;0,096;0,794;0,006;0,008;0,066;0,01;0,012;0,566;0,003;0,038;4,0;52,9;0,9;12,3;0,12;2,3;23,0;3,7;57,6;0,6;11,4;0,19;2,2;26,2
5241;"г6838637:<;";2071-02-06 07:30:00;Э76ХФ;Р65;38,0;34,8666667;19,5;34,8666667;2,0;0,150875;0,036099;0,02978;0,07584;0,0401393;1549,0;1549,0;8,6524107;;13547,6923077;112,6;1,0;1,0;1,0;9,621;;;0,116;;0,04;;0,144;0,031;0,02;;;;0,050745;0,104;;0,044;;0,063;4403,0;0,002;0,699;0,327;0,097;0,741;0,006;0,009;0,062;0,015;0,016;0,465;0,002;0,004;0,003;0,82;;0,366;0,094;0,769;0,005;0,009;0,059;0,016;0,017;0,531;0,003;0,039;3,2;45,5;0,5;9,6;0,1;2,3;19,7;3,3;57,5;2,3;7,0;0,13;2,6;21,7
5242;г6838637:<<;2071-02-06 08:23:00;Э76ХФ;Р65;22,0;42,5166667;19,1333333;42,5166667;;0,23227;0,12033;0,145313;0,153002;0,0395389;1567,0;1594,0;12,2251065;;13195,8188153;114,3;1,0;1,0;1,0;16,745;;;0,165;;0,05;;0,216;0,041;0,02;;;;0,049986;0,176;;0,223;;0,21;4208,0;0,002;0,577;0,32;0,114;0,653;0,007;0,01;0,072;0,01;0,023;0,436;0,001;0,003;0,003;0,765;0,0007;0,422;0,114;0,785;0,006;0,01;0,073;0,01;0,016;0,554;0,002;0,037;3,0;49,4;1,1;15,3;0,13;2,1;23,6;2,9;50,2;0,7;13,0;0,14;2,0;24,9
5243;г6838637:<=;2071-02-06 09:40:00;Э76ХФ;Р65;6,0;43,7166667;19,5333333;43,7166667;3,3574144;0,31344;0,173046;0,239457;0,264553;0,0401393;1543,0;1591,0;9,2216546;;14019,112628;117,6;1,0;1,0;1,0;13,438;;;0,43;;0,05;;0,303;0,041;0,02;;;;0,050745;0,309;;0,367;;0,302;4564,0;0,002;0,531;0,277;0,102;0,576;0,007;0,01;0,064;0,009;0,024;0,35;0,001;0,003;0,002;0,773;0,0002;0,418;0,101;0,788;0,006;0,011;0,064;0,01;0,018;0,557;0,002;0,038;2,5;43,6;1,2;14,0;0,56;1,8;24,0;3,2;55,8;0,6;9,8;0,17;2,2;24,9
